name,faction,start_date,end_date
Коржев Анатолій Леонідович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Корнійчук Олександр Олександрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Королюк Валентин Анатолійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Котеляк Лідія Леонідівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Кошулинський Руслан Володимирович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2012-12-13
Кравчук Василь Петрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-07-04
Кривецький Ігор Ігорович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Круглов Микола Петрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2014-02-04,2014-02-22
Круглов Микола Петрович,"Група ""Економічний розвиток""",2014-02-24,
Крук Юрій Борисович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Крук Юрій Борисович,"Група ""Економічний розвиток""",2014-02-24,
Крутій Віталій Іванович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2014-04-11,
Кубів Степан Іванович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-03-04
Кудря Володимир Іларіонович,Фракція Комуністичної партії України,2012-12-12,2014-07-01
Кудря Володимир Іларіонович,"Група ""За мир та стабільність""",2014-07-02,
Кужель Олександра Володимирівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Кузьменко Сергій Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Кузьмук Олександр Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Кузьмук Олександр Іванович,"Група ""Економічний розвиток""",2014-02-24,
Кулініч Олег Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Кулініч Олег Іванович,"Група ""Економічний розвиток""",2014-02-24,
Куніцин Сергій Володимирович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Кунченко Олексій Петрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Купрейчик Ірина Валеріївна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Купчак Володимир Романович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-06-06
Куренной Володимир Костянтинович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Куровський Іван Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Курпіль Степан Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Кутовий Вячеслав Григорович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-06-06
Кутовий Тарас Вікторович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Кучерук Микола Герасимович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Лабазюк Сергій Петрович,"Група ""Суверенна європейська Україна""",2014-02-27,
Лавринович Олександр Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2012-12-25
Ландик Валентин Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Ланьо Михайло Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-20
Ланьо Михайло Іванович,"Група ""Суверенна європейська Україна""",2014-02-27,
Лебедєв Павло Валентинович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2013-03-22
Левченко Микола Олександрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Левченко Ольга Володимирівна,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Ледовських Олена Володимирівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2014-03-25,
Лелюк Олексій Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-27
Леонов Едуард Володимирович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Литвин Володимир Михайлович,"Група ""Суверенна європейська Україна""",2014-02-27,
Литвинов Леонід Федорович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Лопачак Маркіян Романович,"Фракція Всеукраїнське об'єднання ""Свобода""",2014-03-25,
Лукашук Олег Григорович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Лук'янов Владислав Валентинович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Лук'янов Владислав Валентинович,"Група ""За мир та стабільність""",2014-07-02,
Лук'янчук Руслан Валерійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Лунченко Валерій Валерійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Луценко Ірина Степанівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Льовочкіна Юлія Володимирівна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Любоненко Юрій Вікторович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Лютікова Валентина Іванівна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Лютікова Валентина Іванівна,"Група ""За мир та стабільність""",2014-07-02,
Ляпіна Ксенія Михайлівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Макеєнко Володимир Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Макул Леонід Якович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2014-03-25,
Малишев Володимир Степанович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Мальцев Володимир Олександрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Марков Ігор Олегович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2013-09-17
Мармазов Євген Васильович,Фракція Комуністичної партії України,2013-01-10,2014-07-24
Мартиненко Микола Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Мартинюк Адам Іванович,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Мартинюк Леонтій Святославович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Мартиняк Сергій Васильович,"Група ""Суверенна європейська Україна""",2014-02-27,
Мартовицький Артур Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Марцінків Руслан Романович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Матвєєв Валентин Григорович,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Матвієнков Сергій Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Матіос Марія Василівна,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Махніцький Олег Ігорович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-03-17
Медуниця Олег Вячеславович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Медяник Володимир Юрійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-05
Медяник Володимир Юрійович,"Група ""За мир та стабільність""",2014-07-02,
Мельник Євген Іванович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Мельник Станіслав Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Мельниченко Володимир Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2013-12-19
Мельничук Лариса Юріївна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Мельничук Лариса Юріївна,"Група ""Суверенна європейська Україна""",2014-02-27,
Меріков Вадим Іванович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2014-03-15,
Миримський Лев Юлійович,"Група ""За мир та стабільність""",2014-07-02,2014-10-14
Мирний Іван Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2013-03-19,2014-02-22
Мирний Олександр Борисович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Мироненко Михайло Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Мироненко Михайло Іванович,"Група ""Економічний розвиток""",2014-02-24,
Мисик Володимир Юрійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Мисик Володимир Юрійович,"Група ""Економічний розвиток""",2014-02-24,
Михайленко Ольга Дмитрівна,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Михальчишин Юрій Адріянович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Мірошниченко Ігор Михайлович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Мірошниченко Юрій Романович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Міщенко Андрій Миколайович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Молоток Ігор Федорович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-27
Молоток Ігор Федорович,"Група ""Суверенна європейська Україна""",2014-02-27,
Момот Олександр Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Морозенко Євгеній Вадимович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Москаленко Ярослав Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Москаленко Ярослав Миколайович,"Група ""Суверенна європейська Україна""",2014-02-27,
Москаль Геннадій Геннадійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Мохник Андрій Володимирович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-02-28
Мочков Олександр Борисович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Мошак Сергій Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-20
Мошенський Валерій Захарович,"Група ""Суверенна європейська Україна""",2014-02-27,
Мураєв Євгеній Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Мураєв Євгеній Володимирович,"Група ""За мир та стабільність""",2014-07-02,
Мхітарян Нвєр Мнацаканович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Мхітарян Нвєр Мнацаканович,"Група ""Економічний розвиток""",2014-02-24,
Наконечний Володимир Леонтієвич,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-03-04
Наливайченко Валентин Олександрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,2014-03-17
Негой Федір Федорович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Немиря Григорій Михайлович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Немілостівий Віталій Олександрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-04-04
Нетецька Олена Анатоліївна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Нечаєв Олександр Ігоревич,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Ничипоренко Валентин Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-17
Ничипоренко Валентин Миколайович,"Група ""Економічний розвиток""",2014-02-24,
Новак Наталія Василівна,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Новинський Вадим Владиславович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2013-09-05,
Одарченко Юрій Віталійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Олійник Володимир Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Олійник Володимир Миколайович,"Група ""За мир та стабільність""",2014-07-02,
Омельченко Валерій Павлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Омельянович Денис Сергійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Онищенко Олександр Романович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Онищенко Олександр Романович,"Група ""Економічний розвиток""",2014-02-24,
Опанащенко Михайло Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-24
Опанащенко Михайло Володимирович,"Група ""За мир та стабільність""",2014-07-02,2014-10-07
Оробець Леся Юріївна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Осауленко Тарас Володимирович,"Фракція Всеукраїнське об'єднання ""Свобода""",2014-03-25,
Остапчук Віктор Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-23
Остапчук Віктор Миколайович,"Група ""Економічний розвиток""",2014-05-16,
Осуховський Олег Іванович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Павелко Андрій Васильович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-10-22
Павленко Ростислав Миколайович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Павлов Костянтин Юрійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Павловський Андрій Михайлович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Пазиняк Василь Степанович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Паламарчук Микола Петрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Палатний Артур Леонідович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Панькевич Олег Ігорович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Парасків Олег Дмитрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-06
Парасків Олег Дмитрович,"Група ""За мир та стабільність""",2014-07-02,
Парубій Андрій Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-03-17
Парубок Омелян Никонович,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Пацкан Валерій Васильович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Пашинський Сергій Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Петренко Павло Дмитрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-03-17
Пехов Володимир Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Пилипенко Володимир Пилипович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Пилипенко Володимир Пилипович,"Група ""Економічний розвиток""",2014-02-24,
Пилипишин Віктор Петрович,"Група ""Суверенна європейська Україна""",2014-02-27,
Пинзеник Віктор Михайлович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Писаренко Валерій Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Пишний Андрій Григорович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Пінчук Андрій Павлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-11
Пінчук Андрій Павлович,"Група ""Економічний розвиток""",2014-10-07,
Побер Ігор Миколайович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Повалій Таїсія Миколаївна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Повалій Таїсія Миколаївна,"Група ""За мир та стабільність""",2014-07-02,
Полочанінов Володимир Геннадійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Поляков Василь Леонідович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-25,2014-04-08
Поляченко Юрій Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2013-01-10,2014-02-22
Пономарьов Андрій Вікторович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Пономарьов Олександр Сергійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Пономарьов Олександр Сергійович,"Група ""За мир та стабільність""",2014-07-04,
Попеску Іван Васильович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Попеску Іван Васильович,"Група ""Економічний розвиток""",2014-05-29,
Поплавський Михайло Михайлович,"Група ""Суверенна європейська Україна""",2014-02-27,
Прасолов Ігор Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2013-01-11
Пресман Олександр Семенович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Пресман Олександр Семенович,"Група ""Економічний розвиток""",2014-02-24,
Пригодський Антон Вікентійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Присяжнюк Олександр Андрійович,Фракція Комуністичної партії України,2012-12-12,2014-07-01
Присяжнюк Олександр Андрійович,"Група ""За мир та стабільність""",2014-07-02,
Продан Оксана Петрівна,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Продивус Володимир Степанович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Путілов Андрій Станіславович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Пшонка Артем Вікторович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Развадовський Віктор Йосипович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-20
Развадовський Віктор Йосипович,"Група ""Суверенна європейська Україна""",2014-02-27,
Раупов Рустам Бурханович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Ревенко Анатолій Дмитрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2014-03-27,
Рибак Володимир Васильович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2012-12-13
Рибак Володимир Васильович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2014-02-23,
Риженков Олександр Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Різаненко Павло Олександрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Розенко Павло Валерійович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Романюк Роман Сергійович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Рудьковський Микола Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-20
Рябікін Павло Борисович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Сабій Ігор Михайлович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Савчук Юрій Петрович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,2014-05-13
Сальдо Володимир Васильович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Сальдо Володимир Васильович,"Група ""Економічний розвиток""",2014-02-24,
Самойленко Василь Петрович,Фракція Комуністичної партії України,2012-12-12,2014-07-01
Самойленко Василь Петрович,"Група ""За мир та стабільність""",2014-07-02,
Самойленко Юрій Павлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Самойленко Юрій Павлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2014-07-03,
Сас Сергій Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-03-13
Святаш Дмитро Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Селіваров Андрій Борисович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Семенюк Артем Олексійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Сенченко Андрій Віленович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Сергієнко Леонід Григорович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-10-22
Сергієнко Леонід Григорович,"Група ""Суверенна європейська Україна""",2014-02-27,
Сех Ірина Ігорівна,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Симоненко Петро Миколайович,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Сиротюк Олег Мирославович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-03-17
Сиротюк Юрій Миколайович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Сич Олександр Максимович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-02-28
Сігал Євген Якович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Сікора Ольга Мирославівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Скарбовійчук Руслан Володимирович,Фракція Комуністичної партії України,2012-12-12,2014-06-19
Скарбовійчук Руслан Володимирович,"Група ""За мир та стабільність""",2014-07-02,
Скосар Ігор Євгенійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2013-04-04
Скубашевський Станіслав Валеріанович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Слюз Тетяна Ярославівна,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-05-13
Смітюх Григорій Євдокимович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Соболєв Сергій Владиславович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Солошенко Микола Павлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Сольвар Руслан Миколайович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Сорока Микола Петрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Сорока Микола Петрович,"Група ""Суверенна європейська Україна""",2014-02-27,
Спіріна Ірина Дмитрівна,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Стаднійчук Роман Васильович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2013-03-19,2013-04-04
Стець Юрій Ярославович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Стойко Іван Михайлович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Стоян Олександр Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Стоян Олександр Миколайович,"Група ""Економічний розвиток""",2014-03-14,
Струк Володимир Олексійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Струк Володимир Олексійович,"Група ""За мир та стабільність""",2014-07-02,
Ступак Іван Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Сухий Ярослав Михайлович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Сухий Ярослав Михайлович,"Група ""Економічний розвиток""",2014-02-24,
Сушкевич Валерій Михайлович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Табалов Андрій Олександрович,"Група ""Економічний розвиток""",2014-02-24,
Табалов Олександр Миколайович,"Група ""Економічний розвиток""",2014-02-24,
Табачник Дмитро Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2012-12-25
Табачнік Яків Піневич,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Табачнік Яків Піневич,"Група ""Економічний розвиток""",2014-02-27,
Тарасюк Борис Іванович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Тедеєв Ельбрус Сосланович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Терьохін Сергій Анатолійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Тимошенко Віктор Анатолійович,"Група ""Суверенна європейська Україна""",2014-02-27,
Тихонов Віктор Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Тихонов Віктор Миколайович,"Група ""За мир та стабільність""",2014-07-02,
Тігіпко Сергій Леонідович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Ткачук Геннадій Віталійович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Томенко Микола Володимирович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
